codigo da uf;nome da uf;codigo da agencia;nome da agencia;codigo do municipio;nome do municipio;cnpj;razao social;bairro;Ano do RelatÛrio
BA;BAHIA;29.25303.00;Porto Seguro;29.25303.00;Porto Seguro;09517219.0001-37;IATA A G DOS SANTOS;COLINA TRANCOSO;2011
BA;BAHIA;29.25303.00;Porto Seguro;29.25303.00;Porto Seguro;08562883.0001-35;LAPICQUE DO BRASIL EMPREENDIMENTOS;TRANCOSO;2011
BA;BAHIA;29.25303.00;Porto Seguro;29.25303.00;Porto Seguro;10601705.0001-18;PL PINTURAS E REFORMAS LTDA;TRANCOSO;2011
BA;BAHIA;29.25303.00;Porto Seguro;29.25303.00;Porto Seguro;07290690.0001-00;QUALITY CONSTRUTORA E INCORPORADORA;TAPERAPUAN;2011
BA;BAHIA;29.25303.00;Porto Seguro;29.25303.00;Porto Seguro;03040232.0001-61;ROSA MELO CONSTRUTORA E;CENTRO;2011
BA;BAHIA;29.25303.00;Porto Seguro;29.25303.00;Porto Seguro;10611167.0001-42;SCLANO EMPREENDIMENTOS IMOBILIARIOS;CENTRO;2011
BA;BAHIA;29.25303.00;Porto Seguro;29.27705.00;Santa Cruz;42046623.0001-45;CONSTRUTORA SAITA LTDA;SUIAS;2011
BA;BAHIA;29.26301.00;Riach o do Jacupe;29.06857.00;Capela do Alto;33870809.0001-23;CSO ENGENHARIA LTDA;CENTRO;2011
BA;BAHIA;29.26301.00;Riach o do Jacupe;29.31103.00;Tanquinho;05888525.0001-29;R S PRESTA ≤ ¥ O DE SERVI ≤ OS LTDA;CENTRO;2011
BA;BAHIA;29.26608.00;Ribeira do Pombal;29.02658.00;Banza¿;34029058.0001-80;M M ENGENHARIA LTDA;ALDEIA;2011
BA;BAHIA;29.26608.00;Ribeira do Pombal;29.23050.00;Novo Triunfo;11366972.0001-10;CONSTRUTORA JTF LTDA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;12089636.0001-30;ABNEEL NASCIMENTO DE JESUS ME;ITINGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;03859639.0001-15;AJL EXTENSOMETRIA LTDA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;04244590.0001-59;AMBIENTE ENGENHARIA LTDA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;05584843.0001-04;ANGEL ARMACAO DE FERRAGENS LTDA;ITINGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;03458550.0001-47;ANTAR IMPERMEABILIZA ≤ öES LTDA EPP;VILA PRAIANA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;13553628.0001-66;ANTONIO JORGE CRUZ CERQUEIRA;ESTRADA DO COCO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;10970421.0001-07;ANTONIO LUIZ DE MORAIS SOUZA ME;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;09195870.0001-38;ARAUJO ENGENHARIA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;10779415.0001-69;ARINALDO DA COSTA DOS SANTOS ME;CAJI;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;04554102.0001-00;ASTEC CONSTRUCOES LTDA;PITANGUEIRAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;12398098.0001-66;BEM ENGENHARIA LTDA EPP;VILAS DO ATLANT;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;08692082.0001-94;BRS CONSTRU ≤ öES LTDA-ME;ITINGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;02209768.0001-03;BSW BRASIL STUD WELDING CONSTRUTORA;ITINGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;11056233.0001-22;C RESIDENCIAL JARDIM DO SOL LTDA;PITANGUEIRAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;42386540.0001-03;CARLOS ALBERTO BISPO DA SILVA;ITINGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;03661138.0001-20;CDA CONSTRUTORA E INCORPORA ≤ ¥ O LTDA;ESTRADA DO COCO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;09002501.0001-81;CHIPRE INVESTIMENTOS IMOBILIARIOS;ESTRADA DO COCO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;40572091.0001-54;CJC CONSTRU ≤ OES LTDA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;04266282.0001-24;CLAUDIO WENCK DINIZ GONCALVES ME;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;02068463.0001-10;CMC INCORPORA ≤ öES E EMPREENDIMENTOS;VILAS DO ATL’NTICO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;13460865.0001-82;CONDOMINIO RESIDENCIAL AQUARELLE;BURAQUINHO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;14989149.0001-50;CONSTERRA CONSTRUCOES E;ITINGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;03632681.0001-07;CONSTRIC ENGENHARIA LTDA;VILAS DO ATLANTICO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;04157035.0001-90;CONSTRUQUALI ENGENHARIA LTDA;VILAS DO ATLANTICO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;63220461.0001-90;CONSTRUTORA BERALDO FERREIRA LTDA;PORTAO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;09563531.0001-67;CONSTRUTORA CML LTDA ME;VILAS DO ATLANTICO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;01785355.0001-04;CONSTRUTORA LUSTOZA LTDA;CAMACARI;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;13927041.0001-70;CONTUDO ENGENHARIA LTDA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;02752452.0001-55;CPM SERVICOS TECNICOS LTDA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;08018482.0001-19;CS COSNTRUCOES E REFORMAS LTDA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;11516221.0001-33;D DE J FILHO ME;ITINGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;07098933.0001-02;DEDALO ENGENHARIA LTDA;V . DO ATLANTICO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;04674639.0001-03;DENIVALDO BONFIM DA CRUZ;CENRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;06650678.0001-04;DISERNAR PAVIMENTACAO E CONCRETO;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;10790644.0001-84;DS SERVICOS;LAURO DE FREITAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;06144601.0001-54;EL ELION SERVI OS GERAIS E CONSTRU;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;16099194.0001-64;ELETRODATA INSTALA ≤ öES E SERVI ≤ OS;CAJI;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;12593635.0001-29;ELOISIO PEREIRA VIEIRA ME;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;11198687.0001-38;ENGEPINTE SERVICOS TECNICOS LTDAME;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;08307763.0001-91;EXECUTAR CONSTRCOES LTDA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;12314062.0001-57;F A SANTOS SERVICOS DE FERAGENS E;VILAS DO ATLANTICO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;04318546.0001-46;FECEL CONSTRUCOES LTDA - EPP;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;01000129.0001-62;FERROPRONTO LTDA;CAJI;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;96789656.0001-04;FLUXO ISOLANTES E REFRATARIOS LTDA;JARDIM AEROPORTO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;07868522.0001-59;FRANCISCO RIBEIRO GUIMARAES;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;74049792.0001-25;G VIEIRA CONSTRUTORA LTDA;VILAS DO ATLANTICO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;63231682.0001-63;GA SERVICOS GERAIS E CONSTRUCOES;ESTRADA DO COCO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;06264318.0001-66;GDM CONSTRUTORA E MEIO AMBIENTE;PITANGUEIRAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;13877089.0001-10;GERAR ENGENHARIA LTDA;PORTAO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;13563507.0001-03;GERCOM ENGENHARIA E FUNDA ≤ öES LTDA;PITANGUEIRAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;10280116.0001-85;GM LAVA JATO;PINTAGUEIRAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;03948696.0001-70;GRAUTE EMPREENDIMENTOS LTDA;ESTRADA DO COCO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;04194867.0001-86;GRUPO AS CONSTRUCOES LTDA ME;PITANGUEIRA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;07789259.0001-02;IMPACTO CONSTRUCOES E;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;08380050.0001-53;INOVA PROJETOS E CONSTRU ≤ öES LTDA;LOT BOSQUE DOS;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;07840469.0001-88;IRRICENTER IRRIGACAO E SERVICOS;PORTAO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;10746424.0001-53;IT SERVICE LTDA;PITANGUEIRAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;05920059.0001-11;JLJ INSTALACOES HIDRAULICAS E;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;11043229.0001-20;JOSE CARLOS DE OLIVEIRA CONSTRUTORA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;10584832.0001-56;JOSE DJALMA SOARES MARQUES ME;PITANGUEIRAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;03946393.0001-19;JOSEMAR CONSTRUCAO LTDA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;03834564.0001-18;LƒDER CONSTRU ≤ öES E INSTALA ≤ öES;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;01421774.0001-59;LB ENGENHARIA LTDA;VILAS ATLANTICO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;09586255.0001-52;LR CONSTRUCOES E ENGENHARIA LTDA;JD BELO HORIZONTE;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;09455654.0001-84;MANDALA VILAS RESIDENCE;PORTAO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;13265192.0001-00;MARCIO OLIVEIRA DO NASCIMENTO ME;ITINGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;11862599.0001-99;MCG NETO GESSO ME;ESTRADA DO COCO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;08133785.0001-82;MDA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;09368583.0001-82;MDF CONSTRU ≤ öES LTDA - ME;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;10658873.0001-40;MERCES LIMA SERVICOS E CONSTRUCOES;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;10330754.0001-63;MPC CONSTRUCOES ESPECIAIS LTDA;PITANGUEIRAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;13271279.0001-90;MR CARVALHO CONSTRUCOES E INST LTDA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;04366331.0001-09;MS COMERCIO E SERVICOS LTDA;VIDA NOVA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;03456798.0001-79;NIDEICE RIBEIRO DE SANTANA MENDES;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;40626350.0001-82;NORSAN IMPERMEABILIZA ≤ ¥ O;BOSQUE DOS QUIOSQUES;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;11934136.0001-95;NOVAES RIBEIRO EMPREENDIMENTOS E;PITANGUEIRAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;11045201.0001-21;NUNES FORNARI CONSTRUCOES LTDA ME;BURAQUINHO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;09011584.0001-75;OIKOS BRASIL INCORPORA ≤ öES LTDA;PORTAO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;04214023.0001-50;OLIVEIRA ENGENHARIA E CONSTRU ≤ öES;PITANGUEIRAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;01099606.0001-99;OLIVEIRA SANTANA CONSTRU ≤ öES LTDA;BURAQUINHO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;06255888.0001-90;OLIVEIRA SANTOS SERVI ≤ OS DA CONSTRU;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;11324127.0001-82;OTERO ENGENHARIA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;07015165.0001-86;OTIMA ENGENHARIA LTDA - EPP;ESTRADA DO COCO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;03174004.0001-84;PJ CONSTRU ≤ öES E TERRAPLANAGEM LTDA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;09632974.0001-62;PROJETAR ENGENHARIA LTDAME;ITINGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;05900012.0001-96;PROSEG ENGENHARIA LTDA;PITANGUEIRAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;05647206.0001-21;QG CONSTRU ≤ öES E ENGENHARIA LTDA;VILAS DO ATLANTICO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;05903304.0001-82;QUALY ENGENHARIA LTDA;ITINGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;03534562.0001-03;QUORUM CONSTRUCOES LTDA;ITINGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;06983198.0001-57;RECONMAQ - REFORMA CONSTRU ≤ ¥ O E;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;01974371.0001-37;RISOTERM ISOLANTES TERMICOS LTDA;PORTAO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;11247697.0001-16;RM INSTALACOES ELETRICAS E;CAJI;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;05874949.0001-34;ROBLE SERVICOS LTDA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;03051741.0001-90;S ¥ O PEDRO CONSTRUTORA LTDA;VILAS DO ATLANTICO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;04761494.0001-88;SANT ANNA REFORMAS E MANUTENCAO;ARACUI;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;11014593.0001-61;SANTO AMARO CONST IMOVEIS LTDA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;10797158.0001-98;SERPINS COM E SERV DE PINTURAS E;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;24469348.0001-90;SERTELE INFRA ESTRUTURA E;PITANGUEIRAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;40614760.0001-03;SERV ELECTRIN SERVI ≤ OS ELETRICOS E;ESTRADA DO COCO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;10494145.0001-40;SERVPLAN ENG E SERV DE PLANEJAMENTO;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;07232223.0001-23;SISTEMODEM - TELECOMUNICA ≤ öES LTDA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;02844417.0001-66;SOLLARIS CONSTRUCOES E;JARDIM ARAGUAI;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;86778966.0001-70;START ENGENHARIA DE;CAJI;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;05968355.0001-92;STS ENGENHARIA LTDA;ITINGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;34077495.0001-79;SUPPLY 7 COMUNICA ≤ ¥ O VISUAL LTDA ME;IPITANGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;00640918.0001-03;TC LOC ENGENHARIA E SERVI ≤ OS;CAJI;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;01657655.0001-08;TECNOCRET ENGENHARIA LTDA;ITINGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;07308001.0001-47;TECNOLOGIA BRASILEIRA SERVI ≤ O DE;ITINGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;04754598.0001-65;VALERIANA SANTOS BRITO ME;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;10255092.0001-04;VIDA BELA EMPREENDIMENTOS;ITINGA;2011
BA;BAHIA;29.27408.06;Salvador I;29.19207.00;Lauro de;04209893.0001-30;3XT TELECOMUNICA ≤ ¥ OES E ELETRICA;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;86802949.0001-20;A & F EMPREITEIRA DE CONSTRU ≤ ¥ O;CAIXA D GUA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;05083971.0001-66;A C L CONSTRUCOES LTDA;AGUAS CLARAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;04433789.0001-25;A J CONSTRUTORA LTDA - EPP;GRACA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;08888031.0001-32;A J DOS SANTOS SERVICOS DE PINTURA;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;01604536.0001-89;A ≤ O 50 ENGENHARIA E EMPREENDIMENTOS;PARQUE BELA VISTA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;03316710.0001-13;Andr { Guimar es Constru√es;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;97455968.0001-44;AC BARRETO DE ARA ñ JO ME;ACUPE DE BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;06107047.0001-35;ACARTONADO DIVISORIAS E FORROS LTDA;JARDIM ARMACAO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;03225725.0001-76;ACCIOLY CARVALHO CONSTRUTORA E;CAMINHO DAS RVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09378509.0001-47;ACL PATRIMONIAL LTDA;IMBUI;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;11272348.0001-54;ACUPE SUITES LTDA SPE;ITACARANHA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;02041703.0001-93;ADVANCE CONSTRU ≤ öES E PARTICIPA ≤ öES;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09605960.0001-50;AFH PARTICIPACOES LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;01610838.0001-60;AG PLANEJAMENTO E OBRAS LTDA;ITAIGARA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13996004.0001-13;AIR CONTROL INSTALACAO E MANUTENCAO;MARES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13800859.0001-27;ALDEIOTTA EMPREENDIMENTOS S / A;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13588363.0001-31;ALENCAR CONSTRU ≤ öES E PROJETOS LTDA;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;40583569.0001-41;ALIAN ≤ A DA BAHIA CONSTRUTORA E;RIO VERMELHO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;32625550.0001-92;ALIVIO SOLDAS TRATAMENT TERMICOS;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;06161680.0001-01;ALTAMBLY PERTIGA ENGENHARIA LTDA;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;00638562.0001-65;AMF ENGENHARIA E SERVI ≤ OS LTDA;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;03318115.0001-17;AMORIM BARRETO ENGENHARIA LTDA;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;10530248.0001-18;AMPLA;ACUPE DE BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;07789108.0001-54;AMPLIAR ENGENHARIA LTDA;ACUPE DE BROTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;12508716.0001-83;ANDERSON FIGUEIREDO SIMIAO ME;MARES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13215959.0001-96;ANDRØ GUIMAR ¥ ES CONSTRU ≤ öES LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13558309.0001-43;ANDRADE GALV ¥ O ENGENHARIA LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09435906.0001-03;ANGATU INCORPORACOES;GRACA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;10744057.0001-59;ARAUJO TERRAPLENAGEM LTDA .;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09259408.0001-57;ARC CORP CONSTRUTORA E;RIO VERMELHO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;96720347.0001-88;ARC ENGENHARIA LTDA;RIO VERMELHO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;05588757.0001-61;ARC TECNOLOGIA EM ESTRUTURAS DE;RIO VERMELHO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;40522617.0001-91;ARCLIMA ENGENHARIA TERMICA LTDA;IAPI;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;10451978.0001-23;ARTE E STYLO CONSTRUCOES LTDA ME;IMBUI;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;01288200.0001-54;ARTEMP ENGENHARIA LTDA;BOCA DO RIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13121244.0001-74;ARTUR JEFERSON GASPARI MATOS ME;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;12271542.0001-88;ASFALTO PAI & FILHO LTDA ME;MARES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;08941382.0001-60;ASP CONSTRUCOES E REFORMAS LTDA -;DOIS DE JULHO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;16347049.0001-55;ATON ENGENHARIA E COMERCIO LTDA;SUSSUARANA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;33826116.0001-33;AUGUSTO CERQUEIRA DE SOUZA ME;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13325783.0001-25;AVLIS CONSTRUTORA LTDA ME;LIBERDADE;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;01327233.0001-66;AXXO CONSTRUTORA LTDA;CHAME CHAME;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;10604888.0001-25;AYMATEC INCORPORACOES LTDA;STIEP;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;34311019.0001-70;B E B CONSTRU ≤ öES LTDA;PITUBA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;34015552.0001-95;B&A PARTICIPA ≤ öES E INCORPORA ≤ öES;ONDINA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13923680.0001-67;BAHIA PORTAS LTDA EPP;GRANJAS RURAIS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;05391187.0001-15;BARCINO ESTEVE CONSTRUTORA LTDA;COMERCIO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;96861075.0001-36;BARRAS CONSTRUCAO , PROJETOS E;PIRAJA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;09231641.0001-21;BARUFFALDI LOPES & ASSOCIADOS;GRACA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;04782633.0001-50;BASE EMPREENDIMENTOS E SERVI ≤ OS;CENTRO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;86766409.0001-39;BCL CONSTRUTORA LTA;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;00886003.0001-74;BCS PINTURA E REFORMA LTDA;DOIS DE JULHO;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;08945525.0001-01;BC2 CONSTRUTORA LTDA . ME;CAMINHO DAS ARVORES;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;13494918.0001-86;BDG CONSTRUTORA LTDA;NAZARE;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;10426608.0001-36;BELLA VIDA EMPREENDIMENTO;PQ BELA VISTA;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;15630064.0001-43;BELOV ENGENHARIA LTDA;BAIXA DE QUINTAS;2011
BA;BAHIA;29.27408.06;Salvador I;29.27408.00;Mar {;03003580.0001-69;BESSA ENGENHARIA LTDA;CAM DAS ARVORES;2011
